model,MAE,RMSE,MAPE_pct,coverage_pct,interval_width,validation_RMSE
Naive_1h,2186.8409436834095,2678.058411357436,3.3714034382955655,88.43226788432268,7994.0,2043.4510752165447
Naive_24h,4777.233637747337,6953.7088955541985,7.501390445434984,87.29071537290716,22458.0,5711.937666436071
Naive_168h,2522.471080669711,3523.9511363115,3.8539514790623155,95.2054794520548,15720.0,8373.831142928186
SARIMA,621.3551082872888,881.8342915864557,0.9824480499960946,90.10654490106545,3062.8203899762593,735.2577323906155
LSTM_weather,733.8664719936945,1010.1886852723272,1.137463884803069,92.8462709284627,3479.5362273255014,910.2300931594881
LSTM_calendar,819.9774708901488,1186.6503117499199,1.2613602782294893,97.94520547945206,6591.520801435501,813.6444703050937
Transformer_weather,713.5563182881552,958.7352828250932,1.1173094235136989,96.87975646879757,4597.772544450578,833.9254524700196
