datetime,power_demand_mwh,temperature_c,rainfall_mm,wind_speed_ms,humidity_pct,sunshine_hr,solar_radiation_mj_m2,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos
2025-01-01 01:00:00,62256.0,-1.7,0.0,1.1,62,0.0,0.0,1,2,1,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 02:00:00,59663.0,-1.8,0.0,0.5,64,0.0,0.0,2,2,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 03:00:00,57880.0,-2.0,0.0,1.9,66,0.0,0.0,3,2,1,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 04:00:00,57098.0,-2.3,0.0,2.2,67,0.0,0.0,4,2,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 05:00:00,56966.0,-2.5,0.0,2.0,69,0.0,0.0,5,2,1,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 06:00:00,57442.0,-1.9,0.0,2.1,68,0.0,0.0,6,2,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 07:00:00,58338.0,-1.3,0.0,2.7,68,0.0,0.0,7,2,1,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 08:00:00,58868.0,-0.8,0.0,2.4,68,0.0,0.0,8,2,1,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 09:00:00,58090.0,-0.1,0.0,1.7,68,0.0,0.13,9,2,1,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 10:00:00,54566.0,1.2,0.0,1.6,66,0.0,0.37,10,2,1,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 11:00:00,51542.0,3.1,0.0,1.6,60,0.4,0.93,11,2,1,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 12:00:00,49062.0,6.7,0.0,2.1,55,1.0,1.7,12,2,1,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 13:00:00,47670.0,7.8,0.0,3.3,51,0.9,1.73,13,2,1,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 14:00:00,47922.0,7.7,0.0,3.9,54,0.3,0.81,14,2,1,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 15:00:00,49914.0,8.5,0.0,4.7,52,1.0,1.36,15,2,1,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 16:00:00,53489.0,8.4,0.0,4.2,50,1.0,1.08,16,2,1,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 17:00:00,58061.0,7.1,0.0,2.4,53,1.0,0.41,17,2,1,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 18:00:00,62545.0,5.6,0.0,2.9,59,0.0,0.03,18,2,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 19:00:00,64403.0,4.7,0.0,1.7,64,0.0,0.0,19,2,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 20:00:00,64403.0,3.8,0.0,2.2,73,0.0,0.0,20,2,1,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 21:00:00,63653.0,3.3,0.0,1.0,74,0.0,0.0,21,2,1,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 22:00:00,62722.0,3.0,0.0,2.0,72,0.0,0.0,22,2,1,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-01 23:00:00,62249.0,1.9,0.0,1.2,71,0.0,0.0,23,2,1,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.0,1.0
2025-01-02 00:00:00,61871.0,0.7,0.0,1.5,72,0.0,0.0,0,3,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 01:00:00,59219.0,0.4,0.0,1.4,74,0.0,0.0,1,3,1,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 02:00:00,57092.0,-0.7,0.0,1.2,75,0.0,0.0,2,3,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 03:00:00,55931.0,-1.4,0.0,1.6,70,0.0,0.0,3,3,1,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 04:00:00,55597.0,-1.5,0.0,2.0,72,0.0,0.0,4,3,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 05:00:00,56374.0,-2.3,0.0,1.1,73,0.0,0.0,5,3,1,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 06:00:00,58691.0,-2.5,0.0,0.9,74,0.0,0.0,6,3,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 07:00:00,63081.0,-2.5,0.0,2.8,74,0.0,0.0,7,3,1,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 08:00:00,70103.0,-2.8,0.0,0.8,67,0.0,0.0,8,3,1,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 09:00:00,77832.0,-2.3,0.0,0.8,66,0.9,0.31,9,3,1,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 10:00:00,77627.0,-0.3,0.0,1.7,56,1.0,0.69,10,3,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 11:00:00,74052.0,1.9,0.0,2.4,41,1.0,1.33,11,3,1,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 12:00:00,70141.0,3.5,0.0,2.8,39,1.0,1.79,12,3,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 13:00:00,65601.0,4.8,0.0,3.6,29,1.0,1.97,13,3,1,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 14:00:00,67941.0,5.2,0.0,3.3,25,1.0,1.9,14,3,1,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 15:00:00,70016.0,5.9,0.0,2.1,27,1.0,1.56,15,3,1,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 16:00:00,73169.0,5.4,0.0,3.2,26,1.0,1.01,16,3,1,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 17:00:00,76318.0,4.1,0.0,2.6,28,1.0,0.45,17,3,1,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 18:00:00,77503.0,2.7,0.0,2.0,31,0.1,0.02,18,3,1,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 19:00:00,76379.0,1.8,0.0,2.0,32,0.0,0.0,19,3,1,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 20:00:00,74902.0,1.0,0.0,1.7,34,0.0,0.0,20,3,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 21:00:00,72276.0,0.0,0.0,0.4,37,0.0,0.0,21,3,1,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 22:00:00,69663.0,-0.2,0.0,2.6,40,0.0,0.0,22,3,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-02 23:00:00,69473.0,-0.8,0.0,3.2,45,0.0,0.0,23,3,1,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.0,1.0
2025-01-03 00:00:00,68787.0,-2.0,0.0,3.2,46,0.0,0.0,0,4,1,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 01:00:00,65330.0,-2.8,0.0,2.3,48,0.0,0.0,1,4,1,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 02:00:00,63074.0,-3.5,0.0,2.0,49,0.0,0.0,2,4,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 03:00:00,61755.0,-3.7,0.0,2.7,49,0.0,0.0,3,4,1,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 04:00:00,60993.0,-4.5,0.0,1.3,51,0.0,0.0,4,4,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 05:00:00,61499.0,-4.8,0.0,1.0,52,0.0,0.0,5,4,1,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 06:00:00,63432.0,-5.1,0.0,1.3,55,0.0,0.0,6,4,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 07:00:00,67664.0,-4.9,0.0,1.8,57,0.0,0.0,7,4,1,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 08:00:00,74049.0,-4.7,0.0,1.5,54,0.0,0.0,8,4,1,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 09:00:00,80523.0,-4.1,0.0,2.2,50,1.0,0.32,9,4,1,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 10:00:00,79274.0,-2.6,0.0,2.4,40,1.0,0.89,10,4,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 11:00:00,75218.0,-0.1,0.0,1.0,36,1.0,1.45,11,4,1,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 12:00:00,71534.0,1.9,0.0,2.4,30,1.0,1.7,12,4,1,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 13:00:00,67409.0,2.3,0.0,2.4,29,1.0,1.75,13,4,1,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 14:00:00,70601.0,2.7,0.0,2.6,34,0.9,1.69,14,4,1,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 15:00:00,73431.0,2.2,0.0,2.7,38,0.1,0.73,15,4,1,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 16:00:00,76306.0,3.1,0.0,3.5,39,0.6,0.85,16,4,1,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 17:00:00,78869.0,2.1,0.0,2.9,44,1.0,0.49,17,4,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 18:00:00,79167.0,1.2,0.0,2.5,63,0.1,0.03,18,4,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 19:00:00,77242.0,0.9,0.0,2.3,67,0.0,0.0,19,4,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 20:00:00,75448.0,0.4,0.0,1.9,66,0.0,0.0,20,4,1,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 21:00:00,73036.0,0.5,0.0,1.5,70,0.0,0.0,21,4,1,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 22:00:00,70538.0,0.4,0.0,3.2,71,0.0,0.0,22,4,1,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-03 23:00:00,70455.0,-0.7,0.0,4.2,70,0.0,0.0,23,4,1,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.0,1.0
2025-01-04 00:00:00,69823.0,-1.9,0.0,3.6,61,0.0,0.0,0,5,1,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 01:00:00,66212.0,-2.6,0.0,2.5,58,0.0,0.0,1,5,1,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 02:00:00,63730.0,-3.0,0.0,3.1,58,0.0,0.0,2,5,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 03:00:00,62110.0,-3.5,0.0,1.9,61,0.0,0.0,3,5,1,1,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 04:00:00,61330.0,-4.2,0.0,1.5,62,0.0,0.0,4,5,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 05:00:00,61280.0,-4.3,0.0,0.9,59,0.0,0.0,5,5,1,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 06:00:00,62336.0,-4.9,0.0,1.0,60,0.0,0.0,6,5,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 07:00:00,63885.0,-5.1,0.0,0.5,63,0.0,0.0,7,5,1,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 08:00:00,65585.0,-5.4,0.0,1.8,61,0.0,0.0,8,5,1,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 09:00:00,66303.0,-4.7,0.0,1.4,66,1.0,0.31,9,5,1,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 10:00:00,63983.0,-1.7,0.0,2.3,63,1.0,0.89,10,5,1,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 11:00:00,60589.0,0.7,0.0,0.8,47,1.0,1.44,11,5,1,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 12:00:00,57407.0,3.3,0.0,1.7,41,1.0,1.76,12,5,1,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 13:00:00,54974.0,3.7,0.0,2.2,31,1.0,1.97,13,5,1,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 14:00:00,56438.0,5.1,0.0,2.7,29,1.0,1.91,14,5,1,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 15:00:00,57926.0,5.5,0.0,1.5,26,1.0,1.59,15,5,1,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 16:00:00,60564.0,4.8,0.0,2.5,29,0.8,0.93,16,5,1,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 17:00:00,64045.0,3.6,0.0,1.8,36,0.1,0.21,17,5,1,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 18:00:00,67049.0,3.0,0.0,1.8,39,0.0,0.02,18,5,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 19:00:00,68094.0,2.4,0.0,2.1,38,0.0,0.0,19,5,1,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 20:00:00,67459.0,1.3,0.0,1.0,45,0.0,0.0,20,5,1,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 21:00:00,66352.0,0.8,0.0,1.7,48,0.0,0.0,21,5,1,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 22:00:00,64800.0,0.4,0.0,1.7,50,0.0,0.0,22,5,1,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-04 23:00:00,65825.0,0.0,0.0,1.3,52,0.0,0.0,23,5,1,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.0,1.0
2025-01-05 00:00:00,66178.0,-0.3,0.0,2.1,56,0.0,0.0,0,6,1,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 01:00:00,63136.0,-0.6,0.0,2.3,57,0.0,0.0,1,6,1,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 02:00:00,60441.0,-0.6,0.0,1.8,60,0.0,0.0,2,6,1,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 03:00:00,58702.0,0.1,0.0,2.2,61,0.0,0.0,3,6,1,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 04:00:00,57840.0,0.6,0.0,2.7,62,0.0,0.0,4,6,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 05:00:00,57795.0,0.7,0.0,2.3,60,0.0,0.0,5,6,1,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 06:00:00,58438.0,0.5,0.3,2.6,72,0.0,0.0,6,6,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 07:00:00,59510.0,-0.2,0.0,2.5,87,0.0,0.0,7,6,1,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 08:00:00,60502.0,-0.2,0.0,1.9,91,0.0,0.0,8,6,1,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 09:00:00,61796.0,-0.3,4.1,2.0,92,0.0,0.02,9,6,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 10:00:00,63031.0,-0.1,0.0,2.6,93,0.0,0.04,10,6,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 11:00:00,63633.0,0.4,0.0,1.9,94,0.0,0.07,11,6,1,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 12:00:00,63689.0,0.6,1.3,2.3,93,0.0,0.07,12,6,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 13:00:00,63396.0,0.8,0.0,1.8,93,0.0,0.05,13,6,1,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 14:00:00,63447.0,1.2,0.0,2.6,93,0.0,0.08,14,6,1,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 15:00:00,63051.0,1.8,1.0,3.1,91,0.0,0.33,15,6,1,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 16:00:00,63464.0,1.8,0.0,2.9,91,0.0,0.27,16,6,1,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 17:00:00,64652.0,1.9,0.0,2.8,90,0.0,0.09,17,6,1,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 18:00:00,67227.0,1.9,0.0,2.8,90,0.0,0.01,18,6,1,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 19:00:00,67984.0,2.1,0.0,2.7,90,0.0,0.0,19,6,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 20:00:00,67151.0,2.2,0.0,2.8,90,0.0,0.0,20,6,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 21:00:00,65972.0,2.2,0.0,2.6,90,0.0,0.0,21,6,1,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 22:00:00,64410.0,2.4,0.0,2.6,90,0.0,0.0,22,6,1,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-05 23:00:00,64053.0,2.4,0.0,2.3,90,0.0,0.0,23,6,1,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.0,1.0
2025-01-06 00:00:00,63852.0,2.4,0.0,2.2,91,0.0,0.0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0
2025-01-06 01:00:00,60988.0,2.5,0.0,2.3,90,0.0,0.0,1,0,1,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.0,1.0
2025-01-06 02:00:00,58637.0,2.9,0.0,4.7,94,0.0,0.0,2,0,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,1.0
2025-01-06 03:00:00,57519.0,2.7,1.2,1.0,92,0.0,0.0,3,0,1,0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.0,1.0
2025-01-06 04:00:00,57064.0,2.4,0.0,0.6,93,0.0,0.0,4,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,1.0
2025-01-06 05:00:00,57794.0,2.3,0.0,2.4,94,0.0,0.0,5,0,1,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.0,1.0
2025-01-06 06:00:00,59963.0,2.2,1.8,2.1,95,0.0,0.0,6,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0
2025-01-06 07:00:00,64281.0,2.2,0.0,0.3,94,0.0,0.0,7,0,1,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,1.0
2025-01-06 08:00:00,71188.0,2.3,0.0,1.5,94,0.0,0.0,8,0,1,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.0,1.0
2025-01-06 09:00:00,80157.0,2.5,0.0,2.0,95,0.0,0.03,9,0,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.0,1.0
2025-01-06 10:00:00,83343.0,2.1,0.0,3.6,92,0.0,0.12,10,0,1,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0,1.0
2025-01-06 11:00:00,83402.0,2.3,0.0,3.1,85,0.0,0.46,11,0,1,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.0,1.0
2025-01-06 12:00:00,80743.0,2.7,0.0,3.6,73,0.1,0.91,12,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,1.0
2025-01-06 13:00:00,76686.0,2.9,0.0,3.8,68,0.6,1.59,13,0,1,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.0,1.0
2025-01-06 14:00:00,79275.0,2.7,0.0,3.9,65,0.5,1.26,14,0,1,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,1.0
2025-01-06 15:00:00,80270.0,2.4,0.0,4.0,64,0.5,0.82,15,0,1,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.0,1.0
2025-01-06 16:00:00,81354.0,2.0,0.0,3.6,62,0.6,0.72,16,0,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,1.0
2025-01-06 17:00:00,82392.0,1.2,0.0,4.5,65,0.0,0.16,17,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,1.0
2025-01-06 18:00:00,82002.0,0.2,0.0,3.6,66,0.0,0.02,18,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,1.0
2025-01-06 19:00:00,80253.0,-0.7,0.0,2.9,65,0.0,0.0,19,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.0,1.0
2025-01-06 20:00:00,78321.0,-1.3,0.0,3.3,64,0.0,0.0,20,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,1.0
2025-01-06 21:00:00,75205.0,-1.8,0.0,3.0,59,0.0,0.0,21,0,1,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.0,1.0
2025-01-06 22:00:00,72673.0,-2.4,0.0,4.5,57,0.0,0.0,22,0,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,1.0
2025-01-06 23:00:00,72170.0,-2.8,0.0,2.5,61,0.0,0.0,23,0,1,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.0,1.0
2025-01-07 00:00:00,71262.0,-3.0,0.0,2.9,61,0.0,0.0,0,1,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.0,1.0
2025-01-07 01:00:00,67442.0,-3.2,0.0,3.1,55,0.0,0.0,1,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.0,1.0
2025-01-07 02:00:00,65028.0,-3.6,0.0,3.9,50,0.0,0.0,2,1,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0,1.0
2025-01-07 03:00:00,63798.0,-3.9,0.0,3.5,51,0.0,0.0,3,1,1,0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.0,1.0
2025-01-07 04:00:00,63142.0,-4.2,0.0,3.4,53,0.0,0.0,4,1,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,1.0
2025-01-07 05:00:00,63521.0,-4.4,0.0,2.2,53,0.0,0.0,5,1,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.0,1.0
2025-01-07 06:00:00,65423.0,-5.0,0.0,1.9,55,0.0,0.0,6,1,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,1.0
2025-01-07 07:00:00,69580.0,-5.1,0.0,2.1,54,0.0,0.0,7,1,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.0,1.0
